trackID,genre
150,soul and reggae
4893,folk
5175,metal
3570,metal
3543,folk
1014,classic pop and rock
6844,dance and electronica
2586,jazz and blues
964,punk
2780,classic pop and rock
6251,folk
8267,classic pop and rock
6848,punk
4278,folk
8297,classic pop and rock
674,jazz and blues
5966,folk
1213,classic pop and rock
8087,pop
3528,dance and electronica
2603,folk
3036,classic pop and rock
3751,metal
7761,metal
1745,dance and electronica
6581,folk
8301,dance and electronica
6398,punk
3576,folk
1529,classic pop and rock
1703,classic pop and rock
6020,classic pop and rock
3632,metal
137,metal
5042,metal
4490,folk
1049,classic pop and rock
2418,punk
5245,classic pop and rock
7626,folk
5260,folk
8000,punk
8480,soul and reggae
6451,metal
3832,metal
4317,classic pop and rock
2654,soul and reggae
7687,metal
6504,dance and electronica
8530,punk
780,punk
5614,metal
4697,dance and electronica
2977,dance and electronica
5537,pop
8420,punk
7527,metal
181,metal
6453,pop
2239,punk
998,folk
830,metal
5243,soul and reggae
3284,classic pop and rock
1068,punk
8225,folk
774,punk
3977,classic pop and rock
6559,folk
8160,soul and reggae
7765,metal
5259,pop
4630,pop
783,soul and reggae
35,classic pop and rock
224,metal
8137,folk
2689,folk
3799,punk
7653,folk
7729,classic pop and rock
4732,classic pop and rock
3132,folk
567,folk
7940,folk
3974,punk
4206,classic pop and rock
2163,pop
8304,folk
8487,dance and electronica
6157,classic pop and rock
3398,classic pop and rock
1648,folk
8515,soul and reggae
6463,folk
5790,metal
29,punk
7387,jazz and blues
5334,metal
5237,soul and reggae
7139,metal
3942,pop
3574,soul and reggae
7169,folk
8511,punk
7022,punk
7719,classic pop and rock
426,classic pop and rock
7733,metal
6315,folk
3052,punk
8139,metal
7744,classic pop and rock
7539,pop
7205,soul and reggae
6810,classic pop and rock
7732,punk
8378,classic pop and rock
1036,folk
5032,classic pop and rock
5871,soul and reggae
2999,punk
7295,classic pop and rock
5380,classic pop and rock
1073,soul and reggae
4725,folk
3548,jazz and blues
1448,dance and electronica
7645,metal
6531,folk
1886,folk
8250,metal
4889,metal
227,classic pop and rock
5413,punk
6654,folk
7465,punk
3675,dance and electronica
5496,folk
7624,pop
6127,jazz and blues
5182,folk
5330,pop
1345,classic pop and rock
4759,folk
2342,soul and reggae
4910,folk
1001,punk
8486,punk
7961,metal
79,folk
2915,classic pop and rock
5924,classic pop and rock
6925,classic pop and rock
1283,classic pop and rock
541,classic pop and rock
7891,metal
3744,folk
3353,folk
3889,metal
2015,folk
4864,metal
2587,folk
5754,soul and reggae
7872,metal
1771,folk
4498,punk
6650,soul and reggae
7782,classic pop and rock
6740,classic pop and rock
2008,metal
4071,classic pop and rock
4794,folk
4312,punk
967,classic pop and rock
1264,folk
483,pop
5569,classic pop and rock
1800,soul and reggae
105,classic pop and rock
433,dance and electronica
7752,classic pop and rock
2076,folk
1396,pop
5934,punk
5806,metal
2907,folk
691,punk
247,metal
7262,metal
4665,soul and reggae
3294,folk
3585,pop
6073,folk
1939,folk
4526,pop
7866,pop
3556,folk
5988,classic pop and rock
7178,folk
3654,pop
1998,punk
1832,folk
5990,metal
5672,classic pop and rock
4955,folk
382,punk
125,punk
2926,classic pop and rock
6423,metal
2488,folk
5551,dance and electronica
2248,classic pop and rock
7548,pop
4832,soul and reggae
7236,folk
7274,dance and electronica
6366,classic pop and rock
2692,soul and reggae
7636,punk
7303,metal
2791,soul and reggae
1467,soul and reggae
92,classic pop and rock
5642,folk
6878,soul and reggae
4662,soul and reggae
7890,metal
1871,metal
1449,folk
4957,soul and reggae
1990,folk
1897,folk
361,classic pop and rock
41,pop
8096,punk
677,folk
2706,folk
6102,classic pop and rock
2086,classic pop and rock
4975,punk
7783,classic pop and rock
7270,classic pop and rock
135,jazz and blues
7523,punk
7978,pop
6467,classic pop and rock
6422,punk
6912,folk
7875,folk
2285,folk
5000,folk
7886,folk
4553,punk
1276,dance and electronica
3227,metal
520,punk
5104,metal
4410,metal
5738,jazz and blues
970,punk
4189,punk
3969,soul and reggae
5317,metal
406,punk
1599,metal
5327,classic pop and rock
7802,punk
3055,soul and reggae
5382,metal
2546,punk
7652,pop
4338,folk
3750,pop
6344,soul and reggae
2226,classic pop and rock
1006,folk
1148,punk
5541,punk
4537,classic pop and rock
6520,punk
3074,metal
6474,folk
724,classic pop and rock
7813,pop
4481,metal
4742,jazz and blues
1679,metal
3333,soul and reggae
2815,dance and electronica
655,pop
1284,pop
1558,pop
7282,folk
4386,punk
6447,classic pop and rock
543,metal
4667,pop
5201,punk
7212,metal
4478,folk
3190,folk
3389,classic pop and rock
8337,folk
2431,metal
8035,classic pop and rock
6593,soul and reggae
7926,folk
6133,dance and electronica
7789,soul and reggae
3328,punk
2324,metal
1617,punk
2496,folk
1719,punk
2923,jazz and blues
6307,folk
3031,metal
1266,classic pop and rock
177,folk
7529,folk
2206,punk
6378,metal
6652,classic pop and rock
3892,classic pop and rock
3461,jazz and blues
3608,pop
7341,classic pop and rock
8365,classic pop and rock
2508,classic pop and rock
5728,punk
4342,classic pop and rock
6507,folk
6992,jazz and blues
62,folk
7038,classic pop and rock
6849,folk
753,metal
440,classic pop and rock
2569,soul and reggae
5180,jazz and blues
739,classic pop and rock
7983,folk
519,punk
6346,punk
1746,soul and reggae
7101,metal
7234,pop
8199,classic pop and rock
7070,jazz and blues
4474,metal
3768,punk
822,metal
1964,jazz and blues
2471,punk
3438,punk
2416,jazz and blues
4519,pop
2685,soul and reggae
1883,punk
1988,classic pop and rock
6056,folk
4913,folk
2591,folk
1762,classic pop and rock
3647,soul and reggae
5208,folk
5851,classic pop and rock
2213,dance and electronica
256,folk
5113,jazz and blues
3406,pop
2839,classic pop and rock
6509,metal
5017,folk
7937,metal
7014,classic pop and rock
4602,folk
7119,soul and reggae
2437,folk
8291,pop
7649,soul and reggae
7919,metal
859,pop
1211,pop
4416,folk
2501,punk
5280,punk
5150,pop
1498,jazz and blues
1240,pop
4266,metal
6273,classic pop and rock
5195,jazz and blues
2892,classic pop and rock
4699,soul and reggae
4239,folk
1835,punk
7088,classic pop and rock
5630,folk
556,punk
6637,folk
1304,soul and reggae
1654,metal
8188,soul and reggae
6107,dance and electronica
4990,jazz and blues
6773,punk
5994,punk
2118,metal
5027,metal
3340,folk
5386,classic pop and rock
7165,classic pop and rock
5421,classic pop and rock
206,jazz and blues
3772,metal
6697,soul and reggae
5645,classic pop and rock
1087,metal
6408,folk
8483,folk
291,folk
910,folk
290,punk
8066,classic pop and rock
5414,classic pop and rock
2843,folk
1059,folk
8401,pop
2732,metal
8528,folk
3878,classic pop and rock
6322,classic pop and rock
8481,folk
3321,classic pop and rock
4612,classic pop and rock
6456,metal
2945,metal
1622,metal
8479,metal
1312,punk
3305,metal
6258,punk
6347,pop
7595,soul and reggae
6534,punk
3084,pop
1482,metal
355,soul and reggae
418,folk
640,folk
5981,soul and reggae
8184,punk
3869,pop
7190,pop
3171,pop
1428,classic pop and rock
4589,punk
5455,punk
7847,classic pop and rock
2434,folk
6296,jazz and blues
1890,classic pop and rock
294,folk
7660,jazz and blues
7900,dance and electronica
2048,folk
5458,classic pop and rock
5502,dance and electronica
3156,metal
6438,soul and reggae
5432,dance and electronica
2383,folk
2424,folk
5855,classic pop and rock
1763,jazz and blues
5699,dance and electronica
5142,folk
7514,pop
4923,soul and reggae
6498,folk
6268,folk
5316,soul and reggae
7057,folk
8491,folk
4475,metal
4751,soul and reggae
4787,pop
7256,folk
115,folk
4173,classic pop and rock
7217,dance and electronica
8389,dance and electronica
3701,classic pop and rock
5763,folk
267,dance and electronica
1695,soul and reggae
2601,dance and electronica
692,pop
522,soul and reggae
410,classic pop and rock
5843,metal
7033,soul and reggae
5301,folk
3392,pop
1296,folk
7550,folk
7126,classic pop and rock
7933,punk
34,punk
3017,dance and electronica
962,metal
2407,classic pop and rock
5933,soul and reggae
7034,punk
3121,jazz and blues
5919,classic pop and rock
4453,classic pop and rock
8431,punk
7842,pop
636,folk
7173,jazz and blues
8097,classic pop and rock
864,folk
7472,folk
4224,folk
2997,soul and reggae
1147,pop
171,folk
6570,classic pop and rock
8283,folk
2311,metal
2683,soul and reggae
1717,classic pop and rock
1107,classic pop and rock
7858,soul and reggae
2566,folk
4302,dance and electronica
3998,classic pop and rock
7024,soul and reggae
7881,soul and reggae
2782,classic pop and rock
1602,metal
2175,pop
2234,classic pop and rock
3124,classic pop and rock
8554,pop
6922,soul and reggae
4165,pop
990,classic pop and rock
5267,soul and reggae
6664,metal
5052,punk
2156,folk
3113,classic pop and rock
4437,punk
507,pop
7827,punk
3168,soul and reggae
2456,folk
3199,classic pop and rock
8069,classic pop and rock
6342,classic pop and rock
8054,metal
6560,dance and electronica
5044,metal
4859,soul and reggae
5892,folk
3079,punk
243,folk
7880,folk
3954,folk
5206,folk
6370,dance and electronica
1078,folk
7040,jazz and blues
919,metal
6506,folk
2014,pop
7166,classic pop and rock
8116,metal
6516,classic pop and rock
5161,folk
1811,folk
4330,punk
627,pop
4288,pop
8411,punk
1029,classic pop and rock
1653,folk
499,soul and reggae
8552,soul and reggae
2354,soul and reggae
7483,soul and reggae
3146,punk
7320,classic pop and rock
1804,classic pop and rock
2149,classic pop and rock
3601,soul and reggae
5618,pop
7071,jazz and blues
4546,soul and reggae
6857,punk
5739,metal
8086,folk
6290,metal
7218,pop
1818,jazz and blues
1866,classic pop and rock
4492,metal
8417,folk
7840,punk
2408,classic pop and rock
1893,metal
3747,metal
2225,classic pop and rock
1435,classic pop and rock
584,folk
1411,pop
2361,soul and reggae
6475,classic pop and rock
5952,jazz and blues
1191,classic pop and rock
463,folk
3611,jazz and blues
3452,metal
1487,classic pop and rock
7695,metal
1876,pop
557,classic pop and rock
453,soul and reggae
7537,soul and reggae
727,soul and reggae
3822,folk
7114,classic pop and rock
12,pop
6921,punk
4099,metal
3870,pop
5606,classic pop and rock
8312,classic pop and rock
5632,dance and electronica
888,folk
8492,soul and reggae
4073,dance and electronica
616,folk
5859,soul and reggae
2998,folk
7767,classic pop and rock
8247,pop
6793,classic pop and rock
5083,jazz and blues
8393,punk
2425,classic pop and rock
7495,classic pop and rock
1098,soul and reggae
6502,jazz and blues
413,folk
6940,classic pop and rock
3434,metal
1018,classic pop and rock
4116,soul and reggae
3688,dance and electronica
746,soul and reggae
6137,soul and reggae
1527,classic pop and rock
4274,soul and reggae
606,folk
4843,classic pop and rock
2714,punk
238,punk
7125,pop
3657,classic pop and rock
2375,classic pop and rock
5445,classic pop and rock
4564,classic pop and rock
748,metal
4812,pop
6765,folk
778,metal
3303,dance and electronica
5610,metal
4625,classic pop and rock
6997,classic pop and rock
3215,classic pop and rock
6557,folk
4255,dance and electronica
2955,soul and reggae
140,folk
3032,pop
6123,soul and reggae
6429,punk
5669,punk
7003,soul and reggae
6497,folk
6312,metal
4152,dance and electronica
7442,pop
7664,punk
6172,pop
883,punk
3228,soul and reggae
7011,metal
5562,pop
4878,classic pop and rock
6294,folk
8375,folk
1735,classic pop and rock
5240,folk
3552,pop
7499,soul and reggae
2276,soul and reggae
1030,pop
1559,punk
7299,punk
3150,jazz and blues
6532,soul and reggae
2476,folk
7390,folk
2041,classic pop and rock
7363,folk
1016,classic pop and rock
800,folk
3468,classic pop and rock
6023,pop
5850,classic pop and rock
6460,soul and reggae
6352,folk
2238,folk
473,folk
3824,pop
3807,classic pop and rock
3366,pop
4674,punk
8350,classic pop and rock
7832,classic pop and rock
1279,punk
6611,metal
4597,classic pop and rock
8334,jazz and blues
398,metal
1359,dance and electronica
3740,folk
1381,classic pop and rock
5742,jazz and blues
5171,punk
3710,metal
5024,classic pop and rock
4025,classic pop and rock
6235,dance and electronica
6018,soul and reggae
4050,jazz and blues
4785,punk
7604,punk
2749,folk
3041,punk
5959,pop
3880,soul and reggae
7862,metal
2144,metal
1017,classic pop and rock
7904,pop
4784,punk
3004,metal
5078,pop
496,folk
5265,folk
592,soul and reggae
3774,folk
6042,folk
7641,folk
4566,classic pop and rock
7674,metal
1842,folk
490,pop
633,punk
4413,classic pop and rock
1950,classic pop and rock
607,pop
1982,metal
4368,soul and reggae
4203,folk
1217,classic pop and rock
5015,punk
4033,soul and reggae
7825,folk
3896,classic pop and rock
3040,folk
53,classic pop and rock
2502,classic pop and rock
5553,classic pop and rock
8279,classic pop and rock
5028,metal
6585,soul and reggae
1079,soul and reggae
1033,folk
6706,pop
5722,pop
1534,metal
3957,folk
4961,soul and reggae
5687,soul and reggae
3666,metal
1848,folk
1243,metal
797,punk
8056,classic pop and rock
6465,metal
1069,dance and electronica
4360,pop
4569,punk
6572,metal
342,punk
102,jazz and blues
8275,metal
1408,metal
4539,soul and reggae
5091,metal
429,folk
1792,metal
6001,jazz and blues
182,folk
7575,metal
2021,dance and electronica
2729,folk
5911,classic pop and rock
531,metal
1422,classic pop and rock
7848,pop
8187,classic pop and rock
7447,metal
3934,punk
1902,pop
6911,classic pop and rock
7414,classic pop and rock
3715,punk
759,folk
3724,folk
2904,classic pop and rock
6015,classic pop and rock
5675,folk
8065,classic pop and rock
325,classic pop and rock
4871,punk
4549,folk
5869,classic pop and rock
6882,classic pop and rock
2412,pop
5333,folk
2158,folk
8151,folk
8231,pop
7084,folk
7506,classic pop and rock
1944,folk
1606,metal
1765,jazz and blues
761,folk
8466,classic pop and rock
8217,metal
8272,punk
7785,metal
3825,folk
6647,folk
2337,classic pop and rock
7487,classic pop and rock
3679,soul and reggae
6007,folk
1694,soul and reggae
7977,soul and reggae
3371,folk
4991,metal
7883,classic pop and rock
7791,metal
3937,folk
8243,pop
6548,metal
1912,soul and reggae
1572,metal
1608,folk
7111,soul and reggae
3602,punk
2805,folk
2803,classic pop and rock
5406,folk
1764,punk
1798,punk
3762,metal
2417,pop
3796,jazz and blues
7089,punk
1565,jazz and blues
2440,folk
6751,punk
5789,punk
3583,punk
4353,punk
205,classic pop and rock
3102,classic pop and rock
7422,soul and reggae
198,metal
5296,folk
5288,metal
8120,classic pop and rock
5389,classic pop and rock
3936,folk
6918,metal
7338,folk
2452,punk
7304,classic pop and rock
3191,punk
3472,soul and reggae
8154,jazz and blues
4091,metal
4422,classic pop and rock
6920,metal
4565,metal
2004,folk
75,punk
2762,metal
2190,classic pop and rock
6845,classic pop and rock
7286,folk
701,dance and electronica
3812,metal
51,classic pop and rock
7399,metal
2283,folk
4464,punk
296,punk
4339,dance and electronica
4757,pop
7415,folk
4897,pop
687,soul and reggae
164,metal
2474,classic pop and rock
7685,dance and electronica
8061,classic pop and rock
2070,metal
1631,folk
2794,classic pop and rock
7328,folk
3071,folk
6656,classic pop and rock
2298,pop
3198,folk
1399,folk
4345,dance and electronica
3681,punk
1222,punk
3619,metal
5213,metal
2673,folk
3605,metal
3278,folk
5342,folk
2270,folk
3402,classic pop and rock
1776,classic pop and rock
793,folk
1215,classic pop and rock
1780,punk
1067,folk
2038,folk
6569,soul and reggae
7478,punk
623,classic pop and rock
7420,folk
808,pop
6910,folk
8425,folk
7438,pop
4011,soul and reggae
441,folk
5271,pop
1034,punk
6809,punk
4367,folk
4915,punk
5690,metal
435,soul and reggae
3731,soul and reggae
7669,classic pop and rock
1476,jazz and blues
147,soul and reggae
3703,soul and reggae
2971,classic pop and rock
2395,classic pop and rock
1551,metal
1123,metal
7176,classic pop and rock
5148,classic pop and rock
3103,punk
4318,folk
7470,classic pop and rock
1270,classic pop and rock
8447,punk
4855,folk
8553,classic pop and rock
1347,metal
387,soul and reggae
1569,classic pop and rock
4351,dance and electronica
5905,pop
5418,classic pop and rock
6633,soul and reggae
4639,punk
2150,soul and reggae
2056,folk
760,pop
1773,soul and reggae
2317,classic pop and rock
380,metal
3505,classic pop and rock
2585,soul and reggae
1670,jazz and blues
6353,metal
7032,pop
5291,classic pop and rock
278,folk
7154,soul and reggae
1726,classic pop and rock
6062,soul and reggae
7593,punk
5199,folk
4357,metal
101,classic pop and rock
6924,punk
2983,jazz and blues
4385,pop
923,folk
5190,punk
6744,dance and electronica
2304,dance and electronica
3100,folk
7331,folk
4061,classic pop and rock
4074,soul and reggae
3112,punk
3023,punk
657,classic pop and rock
4744,metal
7334,classic pop and rock
2936,folk
6669,folk
404,metal
2459,soul and reggae
3223,pop
3603,dance and electronica
4753,metal
4997,pop
4807,pop
1940,dance and electronica
5167,classic pop and rock
4123,metal
2848,soul and reggae
8091,classic pop and rock
1711,folk
3327,classic pop and rock
537,punk
6513,soul and reggae
7407,dance and electronica
3300,folk
317,punk
1118,classic pop and rock
1314,dance and electronica
7025,pop
7467,jazz and blues
4940,metal
4998,folk
5152,folk
2610,pop
855,classic pop and rock
3244,jazz and blues
7141,folk
4231,classic pop and rock
6124,dance and electronica
8428,dance and electronica
5729,soul and reggae
5244,metal
6413,folk
22,folk
4014,pop
1226,folk
4246,metal
4728,jazz and blues
4188,folk
5012,metal
7392,punk
7074,soul and reggae
5518,dance and electronica
5378,classic pop and rock
4875,folk
3006,soul and reggae
1061,punk
2568,folk
2708,classic pop and rock
8261,metal
6279,punk
7187,folk
3950,classic pop and rock
3763,metal
1499,punk
2022,dance and electronica
274,punk
3259,folk
2489,dance and electronica
3135,punk
833,folk
262,folk
4166,folk
8315,folk
8324,classic pop and rock
3000,jazz and blues
4289,classic pop and rock
1066,folk
3418,folk
1494,metal
6546,punk
3949,metal
2513,pop
591,jazz and blues
8342,jazz and blues
1616,folk
1143,punk
829,punk
100,jazz and blues
6472,punk
5677,metal
3844,soul and reggae
928,classic pop and rock
6512,punk
8044,pop
929,pop
242,soul and reggae
121,pop
646,folk
5813,classic pop and rock
1747,folk
1849,soul and reggae
2072,soul and reggae
7200,folk
2624,classic pop and rock
7522,punk
4629,dance and electronica
5803,punk
6154,folk
2485,metal
6563,punk
1423,classic pop and rock
5367,classic pop and rock
1633,pop
6733,pop
3013,punk
6386,soul and reggae
8043,folk
4457,classic pop and rock
8219,punk
5532,soul and reggae
3911,metal
3914,classic pop and rock
8436,metal
2881,classic pop and rock
3749,classic pop and rock
1926,folk
2228,punk
252,folk
6626,folk
4846,pop
4275,punk
4156,soul and reggae
1959,soul and reggae
353,metal
1778,pop
2153,classic pop and rock
6828,pop
40,classic pop and rock
6982,soul and reggae
670,pop
622,metal
8457,classic pop and rock
191,metal
5486,metal
6012,metal
3268,dance and electronica
2951,pop
7976,classic pop and rock
4403,folk
6103,classic pop and rock
1600,soul and reggae
894,jazz and blues
8465,soul and reggae
5758,pop
1490,dance and electronica
6673,punk
7144,classic pop and rock
3538,folk
6248,classic pop and rock
6524,punk
3802,folk
315,folk
15,classic pop and rock
6500,classic pop and rock
4068,metal
8177,classic pop and rock
420,punk
303,dance and electronica
4223,classic pop and rock
776,classic pop and rock
2918,soul and reggae
4218,metal
4735,folk
4207,folk
4560,classic pop and rock
3453,pop
4668,soul and reggae
650,classic pop and rock
5320,folk
18,folk
6337,folk
5025,punk
6093,folk
3037,classic pop and rock
17,soul and reggae
5394,pop
3173,folk
3616,metal
6722,dance and electronica
1251,jazz and blues
580,folk
1858,metal
7717,metal
6050,punk
2958,metal
4692,classic pop and rock
2360,folk
7932,metal
6096,folk
7426,punk
492,classic pop and rock
2970,metal
1037,punk
2787,classic pop and rock
7358,metal
2312,folk
2282,classic pop and rock
2257,jazz and blues
1051,dance and electronica
4733,classic pop and rock
2055,soul and reggae
5577,metal
4070,folk
2065,punk
4018,pop
1540,folk
6314,classic pop and rock
4570,folk
2082,classic pop and rock
8522,metal
6913,punk
6675,pop
295,soul and reggae
1170,folk
6869,soul and reggae
3685,classic pop and rock
5185,folk
1058,classic pop and rock
3539,folk
6074,soul and reggae
6063,metal
3514,dance and electronica
4222,classic pop and rock
512,soul and reggae
5131,punk
5109,classic pop and rock
5431,dance and electronica
2845,punk
6734,classic pop and rock
6571,folk
4174,folk
671,classic pop and rock
8249,classic pop and rock
804,soul and reggae
2358,metal
856,soul and reggae
881,punk
2910,folk
952,folk
4687,pop
4721,metal
5982,metal
6332,metal
3677,folk
903,soul and reggae
8229,soul and reggae
3002,classic pop and rock
8038,soul and reggae
5575,soul and reggae
799,punk
4888,classic pop and rock
5390,classic pop and rock
1508,folk
4337,dance and electronica
1918,soul and reggae
4344,folk
874,soul and reggae
3057,classic pop and rock
2779,folk
4646,classic pop and rock
5107,dance and electronica
4237,classic pop and rock
5686,classic pop and rock
6684,dance and electronica
6135,punk
7559,pop
6856,jazz and blues
5788,classic pop and rock
4704,jazz and blues
467,pop
8109,metal
6302,classic pop and rock
1122,punk
8022,metal
6483,classic pop and rock
1038,metal
8471,punk
3895,classic pop and rock
4613,metal
1189,classic pop and rock
1678,metal
1109,soul and reggae
1878,classic pop and rock
7768,punk
3598,soul and reggae
539,classic pop and rock
871,jazz and blues
4529,punk
7620,metal
6644,soul and reggae
5132,classic pop and rock
2789,soul and reggae
2842,dance and electronica
6724,classic pop and rock
7475,soul and reggae
8364,classic pop and rock
304,punk
626,soul and reggae
172,metal
6466,classic pop and rock
5957,folk
6265,folk
5412,folk
4240,folk
975,punk
5007,soul and reggae
4760,folk
1928,folk
3388,classic pop and rock
85,metal
4430,punk
1429,jazz and blues
5505,jazz and blues
3943,dance and electronica
4952,folk
2131,punk
7321,soul and reggae
8144,punk
7501,pop
1664,dance and electronica
3527,dance and electronica
1138,folk
8266,folk
3739,jazz and blues
3441,metal
5663,folk
4012,classic pop and rock
3759,punk
7130,metal
6021,metal
6393,metal
4943,classic pop and rock
3853,folk
474,pop
4609,punk
1360,pop
7043,punk
2807,folk
4105,classic pop and rock
3712,folk
7659,classic pop and rock
7377,soul and reggae
857,classic pop and rock
3791,classic pop and rock
7599,classic pop and rock
3517,dance and electronica
7519,folk
434,metal
7901,jazz and blues
8072,dance and electronica
6575,classic pop and rock
4196,classic pop and rock
1847,pop
5503,punk
336,folk
5565,pop
6190,folk
7773,folk
3167,metal
4308,soul and reggae
7612,pop
6902,folk
287,folk
4874,soul and reggae
4254,folk
6870,metal
1199,folk
110,dance and electronica
3698,metal
1144,punk
4236,folk
571,folk
8383,folk
4499,pop
2241,classic pop and rock
1465,jazz and blues
731,pop
5060,jazz and blues
7972,punk
1841,soul and reggae
1963,classic pop and rock
1326,classic pop and rock
6480,punk
2991,folk
268,classic pop and rock
369,punk
7530,metal
1564,metal
6660,dance and electronica
5238,folk
4299,jazz and blues
1045,dance and electronica
5504,classic pop and rock
4145,folk
3127,classic pop and rock
7743,folk
4075,classic pop and rock
4350,punk
1914,classic pop and rock
3984,classic pop and rock
5147,punk
8026,soul and reggae
1129,classic pop and rock
7562,dance and electronica
4048,folk
3273,folk
2713,classic pop and rock
6310,pop
1102,punk
7531,metal
7691,folk
7542,punk
1752,punk
4989,metal
3864,folk
3604,folk
5053,soul and reggae
5812,pop
2011,classic pop and rock
396,folk
612,pop
1412,soul and reggae
3717,punk
255,jazz and blues
60,jazz and blues
78,pop
1164,soul and reggae
8181,classic pop and rock
4654,metal
3368,soul and reggae
6822,punk
2647,soul and reggae
5751,punk
1993,folk
3560,punk
5793,pop
5526,punk
7861,classic pop and rock
5478,metal
4194,soul and reggae
2300,metal
1755,pop
3557,folk
2519,classic pop and rock
629,folk
4035,pop
201,metal
148,metal
5600,metal
6965,folk
7510,metal
1257,classic pop and rock
733,metal
2571,classic pop and rock
2260,dance and electronica
7419,classic pop and rock
7676,folk
3412,soul and reggae
327,folk
187,dance and electronica
5369,metal
2733,folk
234,metal
4637,jazz and blues
7943,metal
1197,soul and reggae
4163,dance and electronica
4605,dance and electronica
1828,dance and electronica
2266,classic pop and rock
5757,metal
1760,punk
6186,punk
2841,classic pop and rock
7394,metal
2101,classic pop and rock
3734,soul and reggae
6177,classic pop and rock
7870,metal
4468,classic pop and rock
2744,pop
7384,classic pop and rock
2469,metal
6333,classic pop and rock
2832,metal
7017,metal
712,pop
1419,classic pop and rock
6013,metal
1894,folk
6872,soul and reggae
4439,classic pop and rock
272,folk
1065,soul and reggae
2359,metal
625,metal
216,soul and reggae
8406,punk
5943,metal
7058,punk
978,classic pop and rock
7699,punk
3752,punk
5700,metal
2432,soul and reggae
4992,classic pop and rock
1168,classic pop and rock
4806,folk
6894,punk
2458,classic pop and rock
4291,metal
5655,punk
1758,soul and reggae
1088,classic pop and rock
6805,folk
2067,metal
8318,punk
5068,pop
170,soul and reggae
7753,folk
6161,punk
8220,folk
7324,metal
4686,dance and electronica
1592,soul and reggae
7841,dance and electronica
6126,punk
3816,folk
4956,jazz and blues
1682,classic pop and rock
5801,punk
4511,metal
6094,classic pop and rock
5350,folk
4853,pop
5607,classic pop and rock
2045,pop
4836,metal
5076,classic pop and rock
5465,jazz and blues
3184,folk
7214,folk
7846,punk
2851,soul and reggae
3773,folk
1207,punk
349,folk
4042,metal
6278,metal
1117,punk
8458,classic pop and rock
2725,folk
6068,classic pop and rock
8159,jazz and blues
6260,jazz and blues
3873,metal
7772,classic pop and rock
2468,classic pop and rock
1053,dance and electronica
6962,soul and reggae
5055,folk
2151,metal
6292,punk
6517,soul and reggae
4305,jazz and blues
6564,metal
1259,metal
2465,soul and reggae
4186,dance and electronica
5451,classic pop and rock
207,classic pop and rock
8427,soul and reggae
6149,classic pop and rock
842,pop
4277,folk
3180,folk
4371,classic pop and rock
6723,soul and reggae
588,metal
8233,classic pop and rock
1003,pop
7852,folk
7979,punk
3450,soul and reggae
1203,metal
3420,folk
